"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
34657,226,"THA","Thailand",9,"Chiang Mai",139,"Hang Dong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E32><U+0E07><U+0E14><U+0E07>","","Amphoe","District"
34658,226,"THA","Thailand",9,"Chiang Mai",140,"Hot","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2E><U+0E2D><U+0E14>","","Amphoe","District"
34659,226,"THA","Thailand",9,"Chiang Mai",141,"K. Doi Lo","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E2D><U+0E22><U+0E2B><U+0E25><U+0E48><U+0E2D>","","King Amphoe","Minor district"
34660,226,"THA","Thailand",9,"Chiang Mai",142,"K. Mae On","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E2D><U+0E2D><U+0E19>","","King Amphoe","Minor district"
34661,226,"THA","Thailand",9,"Chiang Mai",143,"Mae Ai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E2D><U+0E32><U+0E22>","","Amphoe","District"
34662,226,"THA","Thailand",9,"Chiang Mai",144,"Mae Chaem","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E41><U+0E08><U+0E48><U+0E21>","","Amphoe","District"
34663,226,"THA","Thailand",9,"Chiang Mai",145,"Mae Rim","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E23><U+0E34><U+0E21>","","Amphoe","District"
34664,226,"THA","Thailand",9,"Chiang Mai",146,"Mae Taeng","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E41><U+0E15><U+0E07>","","Amphoe","District"
34665,226,"THA","Thailand",9,"Chiang Mai",147,"Mae Wang","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E27><U+0E32><U+0E07>","","Amphoe","District"
34666,226,"THA","Thailand",9,"Chiang Mai",148,"Muang Chiang Mai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E43><U+0E2B><U+0E21><U+0E48>","","Amphoe","District"
34667,226,"THA","Thailand",9,"Chiang Mai",149,"Omkoi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2D><U+0E21><U+0E01><U+0E4B><U+0E2D><U+0E22>","","Amphoe","District"
34668,226,"THA","Thailand",9,"Chiang Mai",150,"Phrao","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E49><U+0E32><U+0E27>","","Amphoe","District"
34669,226,"THA","Thailand",9,"Chiang Mai",151,"Samoeng","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E30><U+0E40><U+0E21><U+0E34><U+0E07>","","Amphoe","District"
34670,226,"THA","Thailand",9,"Chiang Mai",152,"San Kamphaeng","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E19><U+0E01><U+0E33><U+0E41><U+0E1E><U+0E07>","","Amphoe","District"
34671,226,"THA","Thailand",9,"Chiang Mai",153,"San Pa Tong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E19><U+0E1B><U+0E48><U+0E32><U+0E15><U+0E2D><U+0E07>","","Amphoe","District"
34672,226,"THA","Thailand",9,"Chiang Mai",154,"San Sai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E19><U+0E17><U+0E23><U+0E32><U+0E22>","","Amphoe","District"
34673,226,"THA","Thailand",9,"Chiang Mai",155,"Saraphi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E23><U+0E20><U+0E35>","","Amphoe","District"
34674,226,"THA","Thailand",9,"Chiang Mai",156,"Wiang Haeng","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E41><U+0E2B><U+0E07>","","Amphoe","District"
34675,226,"THA","Thailand",10,"Chiang Rai",157,"Chiang Khong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E02><U+0E2D><U+0E07>","","Amphoe","District"
34676,226,"THA","Thailand",10,"Chiang Rai",158,"Chiang Saen","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E41><U+0E2A><U+0E19>","","Amphoe","District"
34677,226,"THA","Thailand",10,"Chiang Rai",159,"K. Doi Luang","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E2D><U+0E22><U+0E2B><U+0E25><U+0E27><U+0E07>","","King Amphoe","Minor district"
34678,226,"THA","Thailand",10,"Chiang Rai",160,"K. Wieng Chiang","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E23><U+0E38><U+0E49><U+0E07>","Wieng Chiang","King Amphoe","Minor district"
34679,226,"THA","Thailand",10,"Chiang Rai",161,"Khun Tan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E02><U+0E38><U+0E19><U+0E15><U+0E32><U+0E25>","","Amphoe","District"
34680,226,"THA","Thailand",10,"Chiang Rai",162,"Mae Chan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E08><U+0E31><U+0E19>","","Amphoe","District"
34681,226,"THA","Thailand",10,"Chiang Rai",163,"Mae Fa Luang","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E1F><U+0E49><U+0E32><U+0E2B><U+0E25><U+0E27><U+0E07>","","Amphoe","District"
34682,226,"THA","Thailand",10,"Chiang Rai",164,"Mae Lao","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E25><U+0E32><U+0E27>","","Amphoe","District"
34683,226,"THA","Thailand",10,"Chiang Rai",165,"Mae Sai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E2A><U+0E32><U+0E22>","","Amphoe","District"
34684,226,"THA","Thailand",10,"Chiang Rai",166,"Mae Suai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E21><U+0E48><U+0E2A><U+0E23><U+0E27><U+0E22>","","Amphoe","District"
34685,226,"THA","Thailand",10,"Chiang Rai",167,"Muang Chiang Rai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E40><U+0E0A><U+0E35><U+0E22><U+0E07><U+0E23><U+0E32><U+0E22>","","Amphoe","District"
34686,226,"THA","Thailand",10,"Chiang Rai",168,"Pa Daet","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E48><U+0E32><U+0E41><U+0E14><U+0E14>","","Amphoe","District"
34687,226,"THA","Thailand",10,"Chiang Rai",169,"Phan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E32><U+0E19>","","Amphoe","District"
34688,226,"THA","Thailand",10,"Chiang Rai",170,"Phaya Mengrai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E0D><U+0E32><U+0E40><U+0E21><U+0E47><U+0E07><U+0E23><U+0E32><U+0E22>","","Amphoe","District"
34689,226,"THA","Thailand",10,"Chiang Rai",171,"Thoeng","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E17><U+0E34><U+0E07>","","Amphoe","District"
34690,226,"THA","Thailand",10,"Chiang Rai",172,"Wiang Chai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E0A><U+0E31><U+0E22>","","Amphoe","District"
34691,226,"THA","Thailand",10,"Chiang Rai",173,"Wiang Pa Pao","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E1B><U+0E48><U+0E32><U+0E40><U+0E1B><U+0E49><U+0E32>","","Amphoe","District"
34692,226,"THA","Thailand",10,"Chiang Rai",174,"Wieng Kaen","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07><U+0E41><U+0E01><U+0E48><U+0E19>","","Amphoe","District"
34693,226,"THA","Thailand",11,"Chon Buri",175,"Ban Bung","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E1A><U+0E36><U+0E07>","","Amphoe","District"
34694,226,"THA","Thailand",11,"Chon Buri",176,"Bang Lamung","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E32><U+0E07><U+0E25><U+0E30><U+0E21><U+0E38><U+0E07>","","Amphoe","District"
34695,226,"THA","Thailand",11,"Chon Buri",177,"Bo Thong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E48><U+0E2D><U+0E17><U+0E2D><U+0E07>","","Amphoe","District"
34696,226,"THA","Thailand",11,"Chon Buri",178,"K. Ko Chan","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E01><U+0E32><U+0E30><U+0E08><U+0E31><U+0E19><U+0E17><U+0E23><U+0E4C>","","King Amphoe","Minor district"
34697,226,"THA","Thailand",11,"Chon Buri",179,"Ko Sichang","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E01><U+0E32><U+0E30><U+0E2A><U+0E35><U+0E0A><U+0E31><U+0E07>","","Amphoe","District"
34698,226,"THA","Thailand",11,"Chon Buri",180,"Muang Chon Buri","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E0A><U+0E25><U+0E1A><U+0E38><U+0E23><U+0E35>","","Amphoe","District"
34699,226,"THA","Thailand",11,"Chon Buri",181,"Nong Yai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E43><U+0E2B><U+0E0D><U+0E48>","","Amphoe","District"
34700,226,"THA","Thailand",11,"Chon Buri",182,"Phan Thong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E32><U+0E19><U+0E17><U+0E2D><U+0E07>","","Amphoe","District"
34701,226,"THA","Thailand",11,"Chon Buri",183,"Phanat Nikhom","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E19><U+0E31><U+0E2A><U+0E19><U+0E34><U+0E04><U+0E21>","","Amphoe","District"
34702,226,"THA","Thailand",11,"Chon Buri",184,"Sattahip","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E31><U+0E15><U+0E2B><U+0E35><U+0E1A>","","Amphoe","District"
34703,226,"THA","Thailand",11,"Chon Buri",185,"Si Racha","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E28><U+0E23><U+0E35><U+0E23><U+0E32><U+0E0A><U+0E32>","","Amphoe","District"
34704,226,"THA","Thailand",12,"Chumphon",186,"Lamae","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E30><U+0E41><U+0E21>","","Amphoe","District"
34705,226,"THA","Thailand",12,"Chumphon",187,"Lang Suan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E25><U+0E31><U+0E07><U+0E2A><U+0E27><U+0E19>","","Amphoe","District"
34706,226,"THA","Thailand",12,"Chumphon",188,"Muang Chumphon","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E0A><U+0E38><U+0E21><U+0E1E><U+0E23>","","Amphoe","District"
34707,226,"THA","Thailand",12,"Chumphon",189,"Pathiu","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E30><U+0E17><U+0E34><U+0E27>","","Amphoe","District"
34708,226,"THA","Thailand",12,"Chumphon",190,"Phato","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E30><U+0E42><U+0E15><U+0E4A><U+0E30>","","Amphoe","District"
34709,226,"THA","Thailand",12,"Chumphon",191,"Sawi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E27><U+0E35>","","Amphoe","District"
34710,226,"THA","Thailand",12,"Chumphon",192,"Tha Sae","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E41><U+0E0B><U+0E30>","","Amphoe","District"
34711,226,"THA","Thailand",12,"Chumphon",193,"Thung Tako","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E38><U+0E48><U+0E07><U+0E15><U+0E30><U+0E42><U+0E01>","","Amphoe","District"
34712,226,"THA","Thailand",13,"Kalasin",194,"Huai Mek","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E49><U+0E27><U+0E22><U+0E40><U+0E21><U+0E47><U+0E01>","","Amphoe","District"
34713,226,"THA","Thailand",13,"Kalasin",195,"Huai Phung","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E49><U+0E27><U+0E22><U+0E1C><U+0E36><U+0E49><U+0E07>","","Amphoe","District"
34714,226,"THA","Thailand",13,"Kalasin",196,"K. Don Chan","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E2D><U+0E19><U+0E08><U+0E32><U+0E19>","","King Amphoe","Minor district"
34715,226,"THA","Thailand",13,"Kalasin",197,"K. Kong Chai","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E06><U+0E49><U+0E2D><U+0E07><U+0E0A><U+0E31><U+0E22>","Kong Chai","King Amphoe","Minor district"
34716,226,"THA","Thailand",13,"Kalasin",198,"K. Na Du","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E04><U+0E39>","Na Du;Na Khu","King Amphoe","Minor district"
34717,226,"THA","Thailand",13,"Kalasin",199,"K. Sam Chai","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E32><U+0E21><U+0E0A><U+0E31><U+0E22>","Sam Chai","King Amphoe","Minor district"
34718,226,"THA","Thailand",13,"Kalasin",200,"Kamalasai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E01><U+0E21><U+0E25><U+0E32><U+0E44><U+0E2A><U+0E22>","","Amphoe","District"
34719,226,"THA","Thailand",13,"Kalasin",201,"Kham Muang","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E33><U+0E21><U+0E48><U+0E27><U+0E07>","","Amphoe","District"
34720,226,"THA","Thailand",13,"Kalasin",202,"Khao Wong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E02><U+0E32><U+0E27><U+0E07>","","Amphoe","District"
34721,226,"THA","Thailand",13,"Kalasin",203,"Kuchinarai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E01><U+0E38><U+0E09><U+0E34><U+0E19><U+0E32><U+0E23><U+0E32><U+0E22><U+0E19><U+0E4C>","","Amphoe","District"
34722,226,"THA","Thailand",13,"Kalasin",204,"Muang Kalasin","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E01><U+0E32><U+0E2C><U+0E2A><U+0E34><U+0E19><U+0E18><U+0E38><U+0E4C>","Mueang Kalasin","Amphoe","District"
34723,226,"THA","Thailand",13,"Kalasin",205,"Na Mon","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E32><U+0E21><U+0E19>","","Amphoe","District"
34724,226,"THA","Thailand",13,"Kalasin",206,"Nong Kung Si","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E01><U+0E38><U+0E07><U+0E28><U+0E23><U+0E35>","","Amphoe","District"
34725,226,"THA","Thailand",13,"Kalasin",207,"Rong Kham","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E23><U+0E48><U+0E2D><U+0E07><U+0E04><U+0E33>","","Amphoe","District"
34726,226,"THA","Thailand",13,"Kalasin",208,"Sahatsakhan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E2B><U+0E31><U+0E2A><U+0E02><U+0E31><U+0E19><U+0E18><U+0E4C>","","Amphoe","District"
34727,226,"THA","Thailand",13,"Kalasin",209,"Somdet","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E21><U+0E40><U+0E14><U+0E47><U+0E08>","","Amphoe","District"
34728,226,"THA","Thailand",13,"Kalasin",210,"Tha Khantho","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E48><U+0E32><U+0E04><U+0E31><U+0E19><U+0E42><U+0E17>","","Amphoe","District"
34729,226,"THA","Thailand",13,"Kalasin",211,"Yang Talat","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E22><U+0E32><U+0E07><U+0E15><U+0E25><U+0E32><U+0E14>","","Amphoe","District"
34730,226,"THA","Thailand",14,"Kamphaeng Phet",212,"K. Bung Samakki","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E36><U+0E07><U+0E2A><U+0E32><U+0E21><U+0E31><U+0E04><U+0E04><U+0E35>","Bung Samakki","King Amphoe","Minor district"
34731,226,"THA","Thailand",14,"Kamphaeng Phet",213,"K. Ko Sam Pi Nakhon","<U+0E01><U+0E34><U+0E48><U+0E07><U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E42><U+0E01><U+0E2A><U+0E31><U+0E21><U+0E1E><U+0E35><U+0E19><U+0E04><U+0E23>","","King Amphoe","Minor district"
34732,226,"THA","Thailand",14,"Kamphaeng Phet",214,"Khanu Woralaksaburi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E02><U+0E32><U+0E13><U+0E38><U+0E27><U+0E23><U+0E25><U+0E31><U+0E01><U+0E29><U+0E1A><U+0E38><U+0E23><U+0E35>","","Amphoe","District"
34733,226,"THA","Thailand",14,"Kamphaeng Phet",215,"Klong Khlung","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E25><U+0E2D><U+0E07><U+0E02><U+0E25><U+0E38><U+0E07>","","Amphoe","District"
34734,226,"THA","Thailand",14,"Kamphaeng Phet",216,"Klong Lan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E25><U+0E2D><U+0E07><U+0E25><U+0E32><U+0E19>","","Amphoe","District"
34735,226,"THA","Thailand",14,"Kamphaeng Phet",217,"Lan Krabu","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E25><U+0E32><U+0E19><U+0E01><U+0E23><U+0E30><U+0E1A><U+0E37><U+0E2D>","","Amphoe","District"
34736,226,"THA","Thailand",14,"Kamphaeng Phet",218,"Mueang Kamphaeng Phet","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E01><U+0E33><U+0E41><U+0E1E><U+0E07><U+0E40><U+0E1E><U+0E0A><U+0E23>","Kamphaeng","Amphoe","District"
34737,226,"THA","Thailand",14,"Kamphaeng Phet",219,"Pang Sila Thong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1B><U+0E32><U+0E07><U+0E28><U+0E34><U+0E25><U+0E32><U+0E17><U+0E2D><U+0E07>","","Amphoe","District"
34738,226,"THA","Thailand",14,"Kamphaeng Phet",220,"Phran Kratai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E32><U+0E19><U+0E01><U+0E23><U+0E30><U+0E15><U+0E48><U+0E32><U+0E22>","","Amphoe","District"
34739,226,"THA","Thailand",14,"Kamphaeng Phet",221,"Sai Ngam","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E44><U+0E17><U+0E23><U+0E07><U+0E32><U+0E21>","","Amphoe","District"
34740,226,"THA","Thailand",14,"Kamphaeng Phet",222,"Sai Thong Watthana","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E17><U+0E23><U+0E32><U+0E22><U+0E17><U+0E2D><U+0E07><U+0E27><U+0E31><U+0E12><U+0E19><U+0E32>","Sai Thong Pattana","Amphoe","District"
34741,226,"THA","Thailand",15,"Kanchanaburi",223,"Bo Phloi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1A><U+0E48><U+0E2D><U+0E1E><U+0E25><U+0E2D><U+0E22>","","Amphoe","District"
34742,226,"THA","Thailand",15,"Kanchanaburi",224,"Dan Makham Tia","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E14><U+0E48><U+0E32><U+0E19><U+0E21><U+0E30><U+0E02><U+0E32><U+0E21><U+0E40><U+0E15><U+0E35><U+0E49><U+0E22>","","Amphoe","District"
34743,226,"THA","Thailand",15,"Kanchanaburi",225,"Huai Kra Chao","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E49><U+0E27><U+0E22><U+0E01><U+0E23><U+0E30><U+0E40><U+0E08><U+0E32>","","Amphoe","District"
34744,226,"THA","Thailand",15,"Kanchanaburi",226,"Lao Khwan","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E25><U+0E32><U+0E02><U+0E27><U+0E31><U+0E0D>","","Amphoe","District"
34745,226,"THA","Thailand",15,"Kanchanaburi",227,"Muang Kanchanaburi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E01><U+0E32><U+0E0D><U+0E08><U+0E19><U+0E1A><U+0E38><U+0E23><U+0E35>","Kanchanabu|Muang Kanchanabu","Amphoe","District"
34746,226,"THA","Thailand",16,"Khon Kaen",248,"Muang Khon Kaen","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E21><U+0E37><U+0E2D><U+0E07><U+0E02><U+0E2D><U+0E19><U+0E41><U+0E01><U+0E48><U+0E19>","","Amphoe","District"
34747,226,"THA","Thailand",16,"Khon Kaen",249,"Nam Phong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E19><U+0E49><U+0E33><U+0E1E><U+0E2D><U+0E07>","","Amphoe","District"
34748,226,"THA","Thailand",16,"Khon Kaen",250,"Nong Rua","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E40><U+0E23><U+0E37><U+0E2D>","Nong Ruea","Amphoe","District"
34749,226,"THA","Thailand",16,"Khon Kaen",251,"Nong Song Hong","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2B><U+0E19><U+0E2D><U+0E07><U+0E2A><U+0E2D><U+0E07><U+0E2B><U+0E49><U+0E2D><U+0E07>","","Amphoe","District"
34750,226,"THA","Thailand",16,"Khon Kaen",252,"Phon","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E25>","","Amphoe","District"
34751,226,"THA","Thailand",16,"Khon Kaen",253,"Phra Yun","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E1E><U+0E23><U+0E30><U+0E22><U+0E37><U+0E19>","Phra Yuen","Amphoe","District"
34752,226,"THA","Thailand",16,"Khon Kaen",254,"Phu Wiang","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07>","","Amphoe","District"
34753,226,"THA","Thailand",16,"Khon Kaen",255,"Phupa Man","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E1C><U+0E32><U+0E21><U+0E48><U+0E32><U+0E19>","","Amphoe","District"
34754,226,"THA","Thailand",16,"Khon Kaen",256,"Puai Noi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E1B><U+0E37><U+0E2D><U+0E22><U+0E19><U+0E49><U+0E2D><U+0E22>","","Amphoe","District"
34755,226,"THA","Thailand",16,"Khon Kaen",257,"Si Chomphu","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2A><U+0E35><U+0E0A><U+0E21><U+0E1E><U+0E39>","","Amphoe","District"
34756,226,"THA","Thailand",16,"Khon Kaen",258,"Ubol Ratana","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2D><U+0E38><U+0E1A><U+0E25><U+0E23><U+0E31><U+0E15><U+0E19><U+0E4C>","","Amphoe","District"
34757,226,"THA","Thailand",16,"Khon Kaen",259,"Waeng Noi","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E27><U+0E07><U+0E19><U+0E49><U+0E2D><U+0E22>","","Amphoe","District"
34758,226,"THA","Thailand",16,"Khon Kaen",260,"Waeng Yai","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E41><U+0E27><U+0E07><U+0E43><U+0E2B><U+0E0D><U+0E48>","","Amphoe","District"
34759,226,"THA","Thailand",16,"Khon Kaen",261,"Wiang Kao","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E20><U+0E39><U+0E40><U+0E27><U+0E35><U+0E22><U+0E07>","","Amphoe","District"
34760,226,"THA","Thailand",17,"Krabi",262,"Ao Luk","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E2D><U+0E48><U+0E32><U+0E27><U+0E25><U+0E36><U+0E01>","Ao Luek","Amphoe","District"
34761,226,"THA","Thailand",17,"Krabi",263,"Khao Phanom","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E40><U+0E02><U+0E32><U+0E1E><U+0E19><U+0E21>","","Amphoe","District"
34762,226,"THA","Thailand",17,"Krabi",264,"Khlong Thom","<U+0E2D><U+0E33><U+0E40><U+0E20><U+0E2D><U+0E04><U+0E25><U+0E2D><U+0E07><U+0E17><U+0E48><U+0E2D><U+0E21>","","Amphoe","District"
